# List created using the lists from:
# http://www.issn.org/2-22660-LTWA.php
-agoge	-ag
anaesthesiolog-	anaesthesiol
anaesthet-	anaesth
anagaah	anag
anagennese	anagenn
anagnorisis	anagnor
anagnos-	anagnos
anagrafe	anagr
anais	an
anaisthesiolog-	anaisthesiol
anakalups-	anakalups
anakalupto	anakal
anakoinosis	anakoin
anakoloutheis-	anakolouth
anale	an
anales	an
analfabetismo	analf
analges-	analg
anali-	anal
analiz-	anal
analizis	anal
analog-	analog
Analogie	Analog
anals	an
analuse	anal
analys-	anal
analyt-	anal
analyz-	anal
Anambra	Anam
anamnes-	anamn
ananeom-	ananeom
anaparagog-	anaparag
anaperik-	anaper
anaphylaxie	anaphyl
anapr-	anapr
anapneust-	anapn
anaptyx-	anapt
anarch-	anarch
anaskopes-	anaskop
anastatica	anast
anastel-	anastel
anasygkrots-	anasygkrot
anatheor-	anatheor
anatolian	anatol
Anatolicus	Anatol
anatolien	anatol
Anatolik-	Anatol
anatomi-	anat
anatomopatolog-	anatomopatol
anatomy	anat
anatrihiastik-	anatrihiastik
anatrofe	anatr
anavathm-	anavathm
anayurttan	anay
anazts-	anazt
anazogon-	anazog
anatomo	anat
anasthesie	anasth
anasthesiolog-	anasthesiol
anasthet-	anasth
anbefal-	anbefal
Anbieter	Anbiet
anciano	anc
ancien	anc
ancient	anc
Andachtskalender	Andachtskal
Andalous-	Andal
Andalu-	Andal
andament-	andam
andaniaka	andan
Andelfing-	Andelfing
andelsbank-	andelsb
andelsfolk	andelsf
andere	and
andin-	andin
andizansk-	andiz
andme-	andm
andmebaasi-	andmebaas
Andorr-	Andorr
Andragogik	Andragog
andragogia	andrag
andragosk-	andrag
andresprak	andrespr
andriotik-	andr
androgen-	androg
andrologia	androl
Andrologie	Androl
andrology	androl
andros	andr
anebainontas	anebain
anecdotique	anecdot
Aneignung	Aneign
anellament	anellam
aneparkeia	anepark
anerkende-	anerk
anerkendt	anerk
anerkennen	anerkenn
anestesia	anest
anestesiolog-	anestesiol
anestesisykepleie-	anestesisykepl
anestezija	anest
anesteziolog-	anesteziol
anestezjolog-	anestezjol
anesthes-	anesth
anesthesiolog-	anesthesiol
anesthet-	anesth
anesthes-	anesth
anexart-	anexart
anexgt-	anexg
anfassen	anfass
Anfanger	Anfang
angabepflichtig	angabepflicht
angaende	ang
angajamente	angajam
Angaro-ilimsk-	Angaro-ilim
angarsk-	angarsk
Angebotsbearbeit-	Angebotsbearb
angehor-	angehor
angeiolog-	angeiol
Angelegenheit	Angelegenh
angelologia	angelol
angelsachsisch	angelsachs
Angemeldete	Angemeld
angenommen	angen
Angermund-	Angermund
angeschlossen-	angeschloss
Angestellte	Angest
angewandt-	angew
angewohnen	angewohn
anggaran	anggar
angielsk-	ang
angiograph-	angiogr
angiolog-	angiol
angiotherap-	angiother
angkutan	angkut
anglais	angl
angles-	angl
Angleterre	Angl
anglia	angl
anglican	angl
anglicus	angl
anglijsk-	angl
angliscis-	angl
Anglist-	Angl
anglistic-	angl
anglistisch-	angl
anglisztika	angl
anglo-saxon	anglo-sax
angloamericano	angloam
anglophone	angloph
anglosajon-	anglosaj
angol	ang
angolens-	angol
angranzen	angranz
angrenzen	angrenz
Anhalt-	Anhalt
Anhang	Anh
Anhanger	Anhang
aniat-	aniat
anilinokrasocn-	anilinokras
anilla-	anill
animacio	animac
animacion	animac
animal-	anim
animat-	animat
animacio	animac
animovan-	anim
Ankara	Ank
anket-	anket
Ankeveen	Ankev
anklage	ankl
anknyt-	anknyt
ankylosant	ankyl
ankylosing	ankyl
Anlage	Anl
anlaggning	anlaggn
anlasslich	anlassl
anledning	anledn
Anleger	Anleg
anleggsteknisk	anleggstek
anleggsvirksomhet	anleggsvirksomh
Anleitung	Anleit
anligg-	anligg
anlg	anl
anlgsteknik	anlgstek
anmarkning	anmarkn
anmeld-	anmeld
Anmerkung-	Anm
annaes	ann
Annahmepostanstalt	Annahmepostanst
Annahmeuntersuchung	Annahmeunters
annal-	ann
Annapolis	Annap
annar-	annar
annex-	annex
annihil-	annihil
annivers-	anniv
annonc-	annonc
annonsblad	annonsbl
annotat-	annot
annota-	annot
annotiert	annot
annotirov-	annot
announc-	announc
annu-	annu
annuale	annu
annulation	annul
annunc-	annunc
annwali	annw
anoikodom-	anoikodom
anointing	anoint
anoith-	anoith
anomalie	anom
anomaly	anom
anonieme	anon
anonim-	anon
anonymous	anon
anordning	anord
anorexia	anorex
anorgani-	anorg
anormal-	anorm
anorthos-	anorth
anosolog-	anosol
anota-	anot
anotiran-	anot
anotov-	anot
anonum-	anon
anotat-	anot
anpassning	anpassn
Anreicherung	Anreich
Ansageblatt	Ansagebl
ansambl-	ansambl
Ansbach	Ansb
anschaulich	anschaul
Anschauung	Anschau
Anschrift	Anschr
Ansichtskart-	Ansichtskt
anskaffet	ansk
anslag	ansl
anslutning	anslut
Ansprache	Anspr
Anstalt-	Anst
anstallning	anstalln
Anstrichmittel-	Anstrichm
Anstrichstoff-	Anstrichst
ansvarsnamndens	ansvarsnamnd
answer	answ
ansttelse	anst
antagonism-	antagon
Antagonismus	Antagon
antagonist-	antagon
antagonist-	antagon
antalgica	antalg
antallaktik-	antallakt
antarbangsa	antarb
antarcti-	antarct
antarkti-	antarkt
antaugeies	antaug
antarti-	antart
antecedente	anteced
antecipacao	antecip
Anteil	Antl
anterieur	anter
anthokalliergeia	anthokal
antholog-	anthol
anthrop-	anthr
anthrpistik-	anthrpist
anthropogen-	anthropog
Anthropogeographi-	Anthropogeogr
anthropograph-	anthropor
anthropolog-	anthropol
anthroponymica	anthropon
anthroposofick-	anthropos
Anthroposophie	Anthropos
anthroposophisch-	anthropos
anthroposophy	anthropos
anthupasp-	anthupasp
anti-dumping	anti-dump
anti-inflammato-	anti-inflamm
antiandrogen-	antiandrog
antiarrhythmic	antiarrhythm
antiasmatico	antiasmat
antibacterial	antibact
antibiotherap-	antibiother
antibioti-	antibiot
antiblastic-	antiblast
antibody	antib
anticancer-	anticancer
anticarcinogen-	anticarcinog
antichit-	antich
anticip-	anticip
anticoncept-	anticoncept
anticorrosi-	anticorros
anticoruptie	anticorupt
anticrittogamico	anticrittogam
anticuario	anticu
anticn-	antic
antidiabetico	antidiabet
antidumping	antidump
Antifaschist-	Antifaschist
antifrikcion-	antifrikc
antifung-	antifung
antigenic	antigen
antigu-	antig
antihiliast-	antihil
antihypertensi-	antihypertens
antiimperialis-	antiimp
antikarkinikon	antikark
antikorrozion-	antikorroz
Antikvarisk	Antik
antikvitet-	antik
antilal-	antilal
antilepse	antil
antillais	antill
antillano	antill
Antillen	Antill
Antilles	Antill
antilliaanse	antill
antimalaria-	antimalar
antimetaboli-	antimetab
antimetop-	antimetop
antimicrobi-	antimicrob
Antimikrobi-	Antimikrob
antimikrobn-	antimikrobn
antimonopoly	antimonop
antincendi-	antincend
antineoplasico	antineoplas
antineoplastic	antineoplast
antinuclear-	antinucl
antinutrient-	antinutr
Antioquia	Antioq
antioxidant	antioxid
antioxydant-	antioxyd
antiparasit-	antiparasit
antiparassitar-	antiparassit
antiplastisch	antiplast
antipod-	antipod
antipollution	antipollut
antiprosop-	antiprosop
antiqu-	antiq
Antiquar-	Antiqu
antirecessi-	antirecess
antiretrovir-	antiretrovir
antireumat-	antireum
antirheumati-	antirheum
antiseismi-	antiseism
Antisemitismus	Antisemit
Antisepsis	Antiseps
antisemitisme	antisemit
antistase	antist
antistrof-	antistr
antisymvall-	antisymvall
antitermit-	antitermit
antitranspirant	antitranspir
antitubercolare	antituberc
antituberculos-	antituberc
antituberkuloz-	antituberk
antiviral	antivir
antivirusn-	antivirusn
antlerian-	antler
antologi	antol
antologij-	antol
antologia	antol
antologia	antol
Antragstellung-	Antragstell
Antrieb	Antr
Antrittsvorlesung	Antrittsvorles
antropic-	antrop
antropobiologia	antropobiol
antropocrazia	antropocr
antropogen-	antropog
antropolog-	antropol
antropologia	antropol
antropomeetria	antropom
antroposofie	antropos
antroposofisk	antropos
antverpiens-	antverp
Antwerpen	Antwerp
antwoordenboek	antwoordenb
antworten	antwort
antybiotyk-	antybiot
antyczn-	ant
antykorozy-	antykoroz
antykw-	antykw
antymonopolowy	antymonop
antynarkotyczny	antynark
anual-	anu
anuar-	anu
anunci-	anunc
anunt-	anunt
anvendt	anv
anvisning	anvisn
Anwalt	Anw
anwaltlich-	anw
anweisen	anweis
Anweisung	Anweis
Anwender	Anwend
Anwendung	Anwend
anyagfelhasznal-	anyagfelhaszn
anyaggazdalkodas	anyaggazdalk
anyagismeret	anyagism
anyagmozgatas	anyagm
anyagszallitas	anyagszall
anyagtakarekossag	anyagtakarek
anyagvizsgal-	anyagvizsg
anyanyelv	anyany
anysetier	anyset
Anzeige	Anz
Anzeiger	Anz
apagoreum-	apagor
aparat-	apar
aparejador	aparej
aparelho	aparel
aparellador	aparell
apartamento	apartam
apartheidskrant	apartheidskr
apartment	apartm
apaschol-	apasch
apathogenic-	apathog
Apatin-	Apatin
apatsag	apat
apceosim	apce
apcerejum-	apcer
apeikon-	apeikon
apelacion	apelac
aperfeicoament-	aperf
aperitief	aperit
apertura	apert
apeuthunth-	apeuthunth
apendice	apend
aperiodique	aperiod
apgads	apg
aphaere-	aphaer
Aphasieforschung	Aphasieforsch
aphere-	apher
aphidol-	aphidol
aphteux	apht
apicol-	apic
apicult-	apic
apkartraksts	apkartr
aplica-	apl
aplik-	apl
aplink-	aplink
apocalipsis	apocal
apocalypse	apocal
apodelt-	apodelt
apodose	apod
apodrase	apodr
apofoit-	apofoit
apogeum-	apogeum
apografe	apogr
apoch-	apoch
apokalupsis	apokal
apokentrose	apokentr
apokleistik-	apokleist
Apokoron-	Apokor
apolarn-	apolarn
Apolda-	Apolda
apolog-	apol
apomah-	apomah
apontamento	apont
apopeira	apop
aporrto-	aporr
aportacion	aport
aposentacao	aposentac
aposentadoria	aposentad
apospasmata	apospasm
Apostol-	apostol
apostolate	apostol
apostolic	apostol
apostolsk-	apostol
apostolstw-	apostol
apostragg-	apostragg
apostratos	apostrat
apostrof	apostr
apostrophe	apostr
apotec-	apot
apotek	apot
apotekar-	apot
apoteker	apot
apotelesma-	apoteles
apothecar-	apoth
Apotheke	Apoth
Apotheker-	Apoth
appalachian	appalach
Apparat	Appar
apparato	appar
apparatostroen-	apparatostr
apparatov	appar
apparatu-	appar
apparecchiatura	apparecch
appareil-	appar
apparel	appar
apparellador	apparell
apparent-	apparent
apparition	apparit
apparten-	apparten
appauvrissement	appauvr
appear-	appear
appell-	appell
appendi-	append
Appenzell-	Appenz
appetiser	appet
appeti-	appet
Appingedam	Appinged
appliance	appl
applica-	appl
applied	appl
Applikation	Appl
applique-	appl
applying	appl
appoint-	appoint
appointment	appointm
apprais-	apprais
appreciation	apprec
apprentic-	apprent
apprenticeship	apprenticesh
apprentissage	apprentiss
Appretur	Appret
apprivois-	appriv
approbation	approb
approch-	approch
approfondir	approf
appropriate	appropr
appropriation	appropr
approprier	appropr
approuv-	approuv
approv-	approv
approvision-	approvision
approximat-	approx
aprax-	aprax
apreiskim-	apreisk
aprendizag-	aprendiz
aprendizaje	aprendiz
apricot	apric
april-	april
aproba-	aprob
apropr-	apropr
aprovech-	aprovech
aprovision-	aprovision
apsaimniekosana	apsaimn
apsaug-	apsaug
apsekojums	apsekoj
apsirupi-	apsirup
apsirupinant	apsirupin
apskait-	apskait
apskrit-	apskrit
apsolvent-	apsolv
apstrakt-	apstr
aptecn-	aptecn
apteekkarilehti	apteekkaril
aptekarsk-	aptek
aptiek-	aptiek
aptitude	aptit
apuhoitajaliit-	apuhoitajal
Apuli-	Apul
apunt-	apunt
apvieniba	apvien
apybr-	apybr
apysk-	apysk
apzvalga	apzv
aquacultur-	aquac
Aquari-	Aquar
aquaricultur-	aquaric
aquariologie	aquariol
aquarist	aquar
Aquaristih	Aquar
Aquarium	Aquar
aquatech-	aquatech
aquati-	aquat
Aquation	Aquat
aquensis	aqu
aquicole	aquic
aquiculture	aquic
aquil-	aquil
aquilarensis	aquilar
Aquilibriometrie	Aquilibriomet
Aquisgranensis	Aquisgran
aquisi-	aquis
arab-	arab
Arabia Saudita	Arab. Saud
Arabie-Saoudite	Arab.-Saoud
arabo-africain-	arabo-afr
arachnid-	arachn
arachnolog-	arachnol
aracnolog-	aracnol
aragon-	aragon
Aragon-	Aragon
arama-	aram
arancel-	arancel
Araneologie	Araneol
arastrma	arast
arav-	arav
araldic-	arald
aradea-	arad
arbeid-	arb
Arbeit	Arb
arbeiten	arb
arbejd-	arb
arbete-	arb
arbitra-	arbitr
arboretum	arbor
arboricol-	arboric
arboricult-	arboric
arbowetenschap	arbowet
archaeoastronom-	archaeoastron
archaeolog-	archaeol
archaeologia	archaeol
archaeometallurg-	archaeometall
archaeometr-	archaeom
archaolog-	archaol
archaometr-	archaom
Archaozoolog-	Archaozool
archdeaconry	archdeac
archdiocese	archdioc
archei-	arch
archeolog-	archeol
archeometrie	archeom
archi-	arch
archidiecezja	archidiec
Archiepiskop-	Archiepisk
archg-	archg
archipelago	archipel
architect-	archit
architectoni-	architecton
Architekt-	Archit
architekt-	archit
architekton-	archit
architett-	archit
archiv-	arch
archiw-	arch
archiv	arch
archivum	arch
arcidieceze	arcidiec
arcispedale	arcisp
arcivescovile	arcivesc
arckepvazlat	arckepvazl
arctic	arct
arctoae	arct
ardeal-	ardeal
ardennais	ardenn
Ardennen	Ardenn
ardeus-	ard
ardechois	ardech
ardyunaberutyun	ardyunaber
arealplanlegging	arealplanl
arenguaruanne	arenguaruan
Argentin-	Argent
argentinensis	argent
arges-	arges
argit-	argit
argoment-	argom
argonaut-	argon
Argostol-	Argostol
argotique	argot
Argument-	Argum
argumentum	argum
argus	arg
arhaiolog-	arhaiol
arhaionom-	arhaionom
arhangelsk-	arhang
arheografiski	arheogr
arheol-	arheol
arheolog-	arheol
arhidiecez-	arhidiec
arhiiv-	arh
arhipelag-	arhipel
arhitectur-	arhit
arhitekt-	arhit
arhiv-	arh
arhontika	arhont
arid-	arid
arisch	ar
arising	aris
aristocra-	aristocr
aristotel-	aristot
aristotelisch	aristot
arithm-	arith
arithmeti-	arith
Arizona-	Ariz
Arkad-	Arkad
arkadas-	arkadas
Arkansas	Ark
arkeolog-	arkeol
arkeoloji	arkeol
arkeometri	arkeom
arkisto	ark
arkitekt-	arkit
arkiv-	ark
arkkihiippakunto	arkkihiippak
arkkitehti	arkkit
arkkitehtuur-	arkkit
arkoud-	arkoud
arkticesk-	arkt
Arktika	Arkt
arktisch	arkt
arktisk	arkt
arkolog-	arkol
Arlington	Arlingt
armacao	armac
armamentis-	armament
armazenage-	armaz
arman-	arman
armansk-	arm
arman-	arman
Armdale	Armd
Armeerundschau	Armeerundsch
Armendiakonie	Armendiakon
Armenia	Armen
armeniak-	armen
armenian	armen
Armenverpflegung	Armenverpfleg
armemuseum	armemus
armen-	armen
armij-	armij
armirovann-	armir
armodiot-	armodiot
armoedebestrijding	armoedebestrijd
armoni-	armon
armonizacion	armon
armori-	armor
Armorique	Armor
Arnhem	Arnh
Arnoldshain-	Arnoldshain
Arnsberg	Arnsb
Arnstadt	Arnst
Arolser	Arols
Aromapflege	Aromapfl
aromatherapy	aromather
aromatherapie	aromather
aromati-	aromat
armatotherap-	armatother
arpenteur	arpent
arqueol-	arqueol
arquidioces-	arquidioc
arquipelago	arquipel
arquitect-	arquit
arquiv-	arq
arrangement-	arrange
arrantz-	arrantz
arrear-	arrear
arrecadacao	arrecad
arred-	arred
arrendamiento	arrend
arrhythmias	arrhythm
Arrhythmie	Arrhythm
arritmia	arritm
arrival	arriv
arrolamento	arrolam
arrondissement	arrondiss
arrowhead	arrowh
arsberattelse	arsberatt
arsenic	arsen
arsitektur	arsit
arstiteaduslik-	arstitead
arstryck	arstr
arsivi	ars
artelor	art
artergat-	artergat
arteri-	arter
Arteriolog-	Arteriol
arterioscleros-	arterioscler
artesan-	artes
artesao	artes
artesien	artes
artheroscleros-	artheroscler
arthopaedica	arthop
arthrograf-	arthrogr
arthroplast-	arthroplast
arthroscop-	arthrosc
arthroscopy	arthrosc
Arthroskopie	Arthrosk
arthurian	arthur
arthurien	arthur
article-	artic
articolar-	articol
articole	artic
articul-	articul
artifici-	artif
artigian-	artig
artigo-	artig
artik-	artik
Artikeldienst	Artikeld
Artikelserie	Artikelser
artikkeli	artik
artilleria	artill
artillery	artill
artriak-	artr
artisan-	artis
artist-	artist
articulo	artic
artoj-	artoj
artopoi-	artop
artroscop-	artrosc
artroscopia	artrosc
artsenijkunde	artsenijkd
artsenpraktijk	artsenprakt
artsenverbond	artsenverb
artyku-	artyk
artyler-	artyl
artyst-	artyst
aruan-	aruan
arvestus-	arv
arviointikokeilu	arviointikok
arvopaper-	arvopap
arvostel-	arv
arvutustehnika	arvutusteh
arxiu-	arx
arxiver	arx
arzamassk-	arzamas
Arzberg-	Arzb
arzemes	arzem
Arzneibuch	Arzneib
Arzneigelahrtheit	Arzneigelahrth
Arzneikunde	Arzneikd
Arzneimittel	Arzneim
Arzneipotenzierung	Arzneipotenz
Arzneistoff	Arzneist
Arzneiverordnung	Arzneiverordn
Arzneiwissenschaft-	Arzneiwiss
arzobispado	arzobisp
Arzthelfer	Arzthelf
Arztinformation	Arztinf
arologisk	arol
asabadsk-	asab
asambl-	asam
asarl-	asar
asbestoobrabat-	asbestoobrab
asbestosis	asbestos
asbofrikcionn-	asbofrikc
ascendant	ascend
ascens-	ascens
asceti-	ascet
Aschaffenburg	Aschaffenbg
Aschberg-	Aschb
Ascheberg	Ascheb
Aschheim	Aschh
Asciburgium	Ascibg
asegura-	asegur
asentam-	asentam
Asepsis	Aseps
asesor-	asesor
asetus	aset
asetuskokoelma	asetuskok
asfaleia	asfal
asfalist-	asfalist
asfalt-	asf
Ashford	Ashf
ashkenazic	ashken
ashkhat-	ashkhat
asiakaslehti	asiakasl
asiakirja	asiak
asiamesleht-	asiamesl
asiamiehe-	asiam
asiat-	asiat
asielzoek-	asielzoek
Asienkunde	Asienkd
asienstudier	asienstud
asigna-	asign
asigurare	asigur
asimptoticeskij	asimptot
asistancia	asist
asistenc-	asist
askanisch	askan
askeri	ask
askes-	askes
Asklep-	Asklep
asmatico	asmat
asocia-	asoc
asocio-	asoc
asombroso	asombr
asosiasi	asos
asomatian	asomat
aspect-	asp
Aspekt	Asp
aspekti	asp
aspektolog-	aspektol
Asperen	Asper
aspetto	asp
asphalt-	asph
aspirant-	aspir
aspirasi	aspir
assainissement	assain
assambl-	assam
assanatio	assan
assayer	assay
assecuranz	assecur
assegura-	assegur
assembl-	assem
assert-	assert
asservissement	asserv
assessed	assess
assessing	assess
assessment	assess
assessor-	assessor
assestamento	assest
assicurazion-	assicur
assignment	assign
assignov-	assign
assimil-	assim
assist-	assist
associ-	assoc
assomption	assompt
assosi-	assos
assozi-	assoz
assumption	assumpt
assur-	assur
Assyriologie	Assyriol
assyrisch	assyr
asszisztens	assziszt
asszony	assz
astekari-	astk
asteroseismolog-	asteroseismol
asteroskopei-	asteroskop
Asthmaforschung-	Asthmaforsch
Asthmatiker	Asthmat
astik-	astik
astonishing	astonish
astrahansk-	astrah
astral	astr
astrobiolog-	astrobiol
astrobotan-	astrobot
astrochemi-	astrochem
astrodynam-	astrodyn
astrofizi-	astrofiz
astrofisic-	astrofis
astrofotograf-	astrofotogr
astrofuusik-	astrofuus
astrofysica	astrofys
astrolog-	astrol
astrometr-	astrom
astrometria	astrom
astronaut-	astronaut
astronavti-	astronavt
astronom-	astron
astronoom-	astron
astroparticle	astropart
astrophys-	astrophys
astropizikuri	astropiz
Astrowissenschaft-	Astrowiss
astun-	astun
asturia-	astur
asturien	astur
asulon	asul
asuminen	asum
asundus-	asund
asunto	asun
asuntohallitu-	asuntohall
asutustoiminta	asutustoim
asymptotic	asymptot
asztrofizika	asztrofiz
asztrolog-	asztrol
asztronautika	asztronaut
atacadist-	atac
ataskait-	atask
atayurda	atay
atbild-	atb
ateistic-	ateist
atencion	aten
ateroscleros-	ateroscler
ateroskleroz-	ateroskler
atgimimo	atgim
Athaman-	Atham
athenensis	athen
atheneum	athen
Athenian	Athen
athenisch	athen
atherogen-	atherog
atherosclero-	atheroscler
atherosclerolog-	atherosclerol
athenorama	athenor
Athn-	Athn
athletic-	athl
athlete	athl
athletisme	athl
athlese	athl
Athonik-	Athon
atividad	ativ
atlanti-	atl
Atlantic	Atl
Atlantique	Atl
atleti-	atlet
atletiek	atlet
atletic-	atlet
atletika	atlet
atmintis	atmint
atmosfer-	atmos
atmosferostojkost-	atmosferostojk
atmosfr-	atmos
Atmosphaer-	Atmos
atmospher-	atmos
Atmung	Atm
Atom	At
atoma-	at
atomapsorbtion-	atomapsorbt
atome	at
Atomemission-	Atomemiss
Atomenergie	Atomenerg
atomenergikommission-	atomenergikomm
Atomfrage	Atomfr
atomi-	at
Atomkernenergie	Atomkernenerg
atomn-	at
atomo-	at
atomon	at
Atomphysik	Atomphys
Atompraxis	Atomprax
Atomsicherheit	Atomsicherh
Atomspektrometr-	Atomspektrom
Atomspektroskop-	Atomspektrosk
Atomtechni-	Atomtech
Atomwirtschaft-	Atomwirtsch
atoomenergie	atoomenerg
Atopie	Atop
atput-	atp
atraccion	atracc
atrial	atr
atsakom-	atsakom
atsilik-	atsilik
atsivrim-	atsivr
attach-	attach
attainment	attain
attend-	attend
attention	atten
attik-	attik
attikoboiot-	attikoboiot
attivita	attiv
attistib-	attist
attorney-	atty
attraction-	attract
attractive	attract
attraktie	attrakt
attrezzatura	attrezz
attrib-	attrib
attuali-	attual
atualidade	atual
atuarial	atuar
aturien	atur
atviros	atvir
atychma-	atych
atypical	atyp
atypisch-	atyp
auberg-	auberg
auchenorrhyncha	auchen
Auckland	Auckl
auction-	auction
auctoritas	auctorit
audaccount	audacc
audicion	audic
audio-visual	audio-v
audio-visuel	audio-v
audiolog-	audiol
audiologopdi	audiologop
audiometria	audiometr
audiophonolog-	audiophonol
audioprotesis-	audioprotes
audioprothesiste	audioprothes
audiovideotheque	audiovideoth
audiovision	audiov
audiovisivo	audiovis
audiovisual	audiov
audiovisuel	audiov
Audiovisuell	Audiov
audit-	audit
auditorske	audit
Auerbach	Auerb
Aufarbeitung	Aufarb
Aufbaufinanzierung-	Aufbaufinanz
aufbereit-	aufbereit
Aufgab-	Aufg
aufgelegt-	aufgeleg
aufgezeichnet	aufgezeichn
Aufklarung	Aufklar
Aufkommen	Aufkomm
Auflage	Aufl
Aufnahme-	Aufn
Aufsatz	Aufs
Auftrag	Auftr
Aufwendung-	Aufwend
Aufzeichnung-	Aufzeichn
augalininkyst-	augalin
Augenarzneimittel-	Augenarzneim
augenarztlich-	augenarztl
Augenheilkund-	Augenheilkd
Augenkrankheit	Augenkrankh
Augenoptik-	Augenopt
augeskrift	augeskr
auginim-	augin
augintin-	augint
augment-	augment
Augsburg	Augsbg
Augsburger	Augsbg
augstskol-	augstsk
Augustenberg	Augustenb
Augustinian-	Augustin
augustinien	augustin
auksin-	auks
aukst-	aukst
auksciausios-	auksciaus
aukst-	aukst
auktion	aukt
Aulendorf	Aulend
Aumon-	Aumon
Aurikulotherapeut-	Aurikulother
auringonpaistehavainnot	auringonpaistehav
auringonsateilyhavainnot	auringonsateilyhav
aurkibide-	aurkib
auroral	auror
Ausarbeitung-	Ausarb
Ausbaugewerbe	Ausbaugew
Ausbildung	Ausbild
Ausbreitung	Ausbreit
auscultation	auscult
auserlesen	auserles
Ausfuhrburgschaft-	Ausfuhrburgsch
Ausfuhrgarantie	Ausfuhrgarant
ausfhrlich	ausfhrl.
Ausfuhrung	Ausfuhr
Ausgabe	Ausg
ausgehend	ausgeh
Ausgestaltung	Ausgestalt
ausgewertet-	ausgewert
Ausgleich	Ausgl
Ausgrabung	Ausgrab
ausiliarie	ausil
Auskunft	Ausk
Ausland	Ausl
Auslander	Ausl
auslandisch	ausl
Auslegeschrift	Auslegeschr
Auslieferung	Auslfg
ausrusten	ausrust
Ausrustung	Ausrust
Ausschliessung	Ausschliess
ausschneiden	ausschneid
Ausschreibung-	Ausschreib
Ausschuss	Aussch
Aussendienst	Aussend
Aussenhandel	Aussenhand
Aussenpolitik	Aussenpolit
Aussenprufer	Aussenpruf
Aussensteuerrecht	Aussensteuerr
Aussenwirtschaft	Aussenwirtsch
ausserbetrieblich-	ausserbetriebl
ausserdeutsch-	ausserdtsch
ausserhalb	ausserh
ausserschulisch-	ausserschul
ausserunterrichtlich	ausserunterr
Aussiedler	Aussiedl
Aussperrung-	Aussperr
Aussprache	Ausspr
Ausstattung	Ausstatt
Ausstellung	Ausstell
australasia-	australas
australi-	aust
Austronesie	Austron
Auswahlbibliographie	Auswahlbibliogr
Auswahlverzeichnis	Auswahlverz
Auswanderer	Auswand
Auswartige	Ausw
auswerten	auswert
Auswertung	Auswert
Auswirkung	Auswirk
Ausziehvorrichtung	Ausziehvorricht
Auszubilden-	Auszubild
Auszuge	Ausz
autarchic-	autarch
autarquic-	autarqu
autentico	autent
authenticity	authent
authentik	authent
authentique	authent
authoris-	auth
authority	auth
authoriz-	auth
Autoadressbuch	Autoadressb
autoanalyser-	autoanal
Autobahn	Autob
autobeltis	autobelt
autobusdedrijven	autobusbedr
autocatalogo	autocat
autochthon-	autoch
autochtone	autoch
autodefinido	autodefin
